,index,NAME,YEAR,DIRECTOR,RATINGS,RATING_SCORES,REVIEWS,neg,neu,pos,compound
119,119,Parasite,2019,Bong Joon-ho, ★★★★★ ,5.0," This review may contain spoilers. I can handle the truth.  Something I’ve wondered since the first viewing: toward the end when Ki-Woo mentions “the doctor who looked nothing like a doctor” and “the lawyer who looked nothing like a lawyer,” is this meant to subtly hint that everyone in this universe is faking it, not just the Kims?  ***",0.114,0.848,0.038,-0.5747
120,120,The Godfather,1972,Francis Ford Coppola, None ,0.0, haha they made that scene from zootopia into a movie ***,0.0,0.75,0.25,0.4588
121,121,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0, I don't trust anyone who dislikes this movie. ***,0.474,0.526,0.0,-0.6599
122,122,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0, I challenge Letterboxd to add a sixth star. ***,0.0,0.822,0.178,0.0772
123,123,The Godfather,1972,Francis Ford Coppola, ★★★★ ,4.0, This review may contain spoilers. I can handle the truth.  santino died on his way to beat up his sister's abusive husband... thats one hella honorable way to go  ***,0.201,0.643,0.157,-0.4033
124,124,The Godfather,1972,Francis Ford Coppola, ★★★★½ ,4.5, i mean... it wasn't as good as twilight (2008) but it was ok ***,0.11,0.71,0.181,0.2725
125,125,The Godfather,1972,Francis Ford Coppola, ★★★★½ ,4.5, i said it once and i'll say it again...70's al pacino can like...get it ***,0.0,1.0,0.0,0.0
126,126,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0," I was sooooo ready to say this was overhyped but nope, it’s as good as everyone says it is. On to part 2. ***",0.12,0.812,0.068,-0.3311
127,127,The Godfather,1972,Francis Ford Coppola, None ,0.0, “Do you renounce Satan and all his works?”*Michael looks at the camera like Jim Halpert* ***,0.0,0.857,0.143,0.3612
128,128,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0," Leave the gun, take the cannoli ***",0.419,0.581,0.0,-0.3818
129,129,The Godfather,1972,Francis Ford Coppola, ★★★★½ ,4.5, sofia coppola’s dad did a pretty good job of adapting hbo’s succession for the big screen! it’s a great little indie movie check it out! ***,0.0,0.614,0.386,0.9115
130,130,The Godfather,1972,Francis Ford Coppola, ★★★ ,3.0, This review may contain spoilers. I can handle the truth.  if don vito can survive five gunshots i can survive my exams  ***,0.0,0.897,0.103,0.3182
131,131,The Godfather,1972,Francis Ford Coppola, ★½ ,1.5, too many men ***,0.0,1.0,0.0,0.0
132,132,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0, I think you get kicked off Letterboxd if you don't give it 5 stars ***,0.0,1.0,0.0,0.0
133,133,The Godfather,1972,Francis Ford Coppola, ★★★★½ ,4.5," This review may contain spoilers. I can handle the truth.  tag yourself, i‘m Al Pacino staying out of everyone‘s bullshit, to later freak out and kill everyone.  ***",0.311,0.627,0.063,-0.8779
134,134,The Godfather,1972,Francis Ford Coppola, ★★★★½ ,4.5," i mean... it's the fucking godfather, it slaps, what else am i supposed to say? ***",0.0,1.0,0.0,0.0
135,135,The Godfather,1972,Francis Ford Coppola, ★★★★ ,4.0, why have you all been pretending for 45 goddamn years that you can understand a word marlon brando says in this movie without subtitles ***,0.117,0.83,0.053,-0.4019
136,136,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0," This review may contain spoilers. I can handle the truth.  Maybe it's because I recently watched Part 3 but this viewing the entire thing felt so much more tragic. I mean, sure, Michael becomes a cool mob boss who crushes his enemies but he dooms himself to an existence where he's going to lose everyone close to him. Anyway this movie rules. Every scene is great, every role perfectly cast. Great work, Francis.  ***",0.188,0.567,0.245,0.7821
137,137,The Godfather,1972,Francis Ford Coppola, ★★★★ ,4.0, Al Pacino as Michael Corleone........ I would raw exactly one (1) short man ***,0.0,1.0,0.0,0.0
138,138,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0, This review may contain spoilers. I can handle the truth.  eating lasagna while watching michael corleone kill two men has to be one of the best experiences of my life  ***,0.123,0.707,0.17,0.2023
139,139,The Godfather,1972,Francis Ford Coppola, ★★★★★ ,5.0," This may not be your ordinary family, but they provide enough thrills, laughs, and yes heart, that this sorely needed beacon of hope is exactly what we need right now. The real ""offer we can't refuse"" is that we all deserve empathy and kindness, which may be the most ""Sicilian"" message of all in these times. ***",0.0,0.706,0.294,0.9694
140,140,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, everytime i watch a kurosawa movie i haven’t seen i’m all like “okay this is the best one” but this time i MEAN IT ***,0.0,0.814,0.186,0.5187
141,141,High and Low,1963,Akira Kurosawa, None ,0.0," Had the pleasure of watching this film for the first time on 35mm thanks to The Cinematheque in Vancouver. It was the first film in the series High Art Films Made from Pop Art Sources curated by Donald Brackett. Brackett intro'd the film.Great film by a great master. Incredibly tight Tohoscope framing which should be studied for how to frame groups of characters in a 2.35 frame. trivia: Pulp Fiction's ""Swing Dance Scene"" was inspired by the incredible real time dance scene in the last act of High and Low. Watched on 35mm at Vancouver's Cinematheque ***",0.02,0.849,0.131,0.9153
142,142,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0," A masterpiece of Noir/police procedural that spares not a single detail. This movie is part of a lineage of painstaking procedurals about the investigation of a crime that become a forensic examination of the society in which they occur. It goes M--->High and Low--->The Boston Strangler--->Memories of Murder--->Zodiac. The first 50 minutes of this takes places entirely in a guy's living room and just with how he composes people in space--entering a room, getting up, sitting down--Kurosawa shows you absolutely everything you need to know about feel about the action thats taking place. Masterclass, tears in my eyes. ***",0.055,0.904,0.042,-0.0772
143,143,High and Low,1963,Akira Kurosawa, ★★★★½ ,4.5," Alfred Hitchcock: I make the best one-location filmsBong Joon-Ho: In my films, I masterfully tackle the social and economical gap in the societyDavid Fincher: I make the best crime dramasLegend Akira Kurosawa (with sunglasses on and a thick American Matthew McConaughey accent) : Alright, Alright, Alright  ***",0.065,0.668,0.267,0.872
144,144,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0," ""That house gets on your nerves. [It's] as if it's looking down at us."" ***",0.091,0.909,0.0,-0.1027
145,145,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, Imagine if I gave this like two and a half stars ***,0.0,0.758,0.242,0.4357
146,146,High and Low,1963,Akira Kurosawa, ★★★★ ,4.0, Digs compassion out from under an avalanche of detail. Social stratification enables capital enables social stratification. ***,0.0,0.842,0.158,0.4588
147,147,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, Mind completely blown.Never has a film further exceeded my expectations.I fucking love this. ***,0.0,0.728,0.272,0.6697
148,148,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0," every time i talk about a movie or even a story i hear myself saying ""well.. its like... have you seen the kurosawa movie High and Low?"" ***",0.0,1.0,0.0,0.0
149,149,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0," hate being the one to nitpick, but the title is just plain wrong, as it implies that there is a low when, in fact, this film has absolutely nothing but highs ***",0.246,0.754,0.0,-0.8462
150,150,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0," Belongs on every list of the most anxiety inducing movies ever made. Akira Kurosawa is one of the all-time greatest, and this is one of his very finest movies.Kurosawa's pitch-perfect filmmaking is only made all the more gripping by poignant social commentary - as this mystery slowly unfolds into watching a man's descent down the hierarchical class structure in order to see eye to eye with the criminal he's after.This is one of the all-time greatest. We don't deserve Kurosawa's films. ***",0.06,0.846,0.094,0.6133
151,151,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, the character depicted as “disgustingly rich” is worth about 3 million USD in today’s money. the bar for depravity has been raised higher and higher ***,0.0,0.927,0.073,0.2263
152,152,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, One of the most brilliant and the best detective movies ever! ***,0.0,0.538,0.462,0.862
153,153,High and Low,1963,Akira Kurosawa, ★★★★½ ,4.5, akira kurosawa said hitchcock retire bitch ***,0.388,0.612,0.0,-0.5859
154,154,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0," Akira Kurosawa is not only great in the way he films stuff, he is also great at storytelling. At first act i thought it was one thing, at second at i thought it was other thing, and on third act there was another satisfying turn-around. I love movies with two or more twists, and this one went so smoothly that i lost track of time watching it. ***",0.121,0.783,0.096,-0.2386
155,155,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, I watch Kurosawa’s “High and Low” time to time and i’m impressed every time by how brilliantly it's directed. One of the most amazing examples of brilliant staging/blocking. ***,0.0,0.615,0.385,0.9432
156,156,High and Low,1963,Akira Kurosawa, ★½ ,1.5," “I can’t watch movies that don’t have any female characters in it.” -Sofia Coppola Some of y’all are about to be REAL mad at me and I am here to say this: I do not care :,)Technically VERY sound, High and Low is the type of watch that I just have zero interest in. Super duper not for me but I see the appeal and it’s nice to check out another Kurosawa and such a historically significant film! ***",0.066,0.806,0.128,0.7334
157,157,High and Low,1963,Akira Kurosawa, ★★★★ ,4.0," Big profits bring on prosperity. Poverty begets pilferage. Money or morality? Your cash or your conscience? Somehow it’s hotter at the bottom than the top—how do they defy the sun? All the questions we beg burn away, caught up in gray, their answers a fleeting plume of pink smoke. ***",0.071,0.875,0.054,-0.2359
158,158,High and Low,1963,Akira Kurosawa, ★★★★★ ,5.0, So that’s why that’s the title ***,0.0,1.0,0.0,0.0
159,159,High and Low,1963,Akira Kurosawa, ★★★★½ ,4.5, It’s no accident that this is number 12 on Letterboxd top 250 list. If you get a chance to watch it you will not be disappointed. Especially if you’re into Japanese film. ***,0.136,0.667,0.196,0.091
160,160,The Shawshank Redemption,1994,Frank Darabont, ★★★★★ ,5.0," If you ever feel down,If you ever feel like giving up,If you ever feel like nothing is gonna workout,If you ever feel hopeless,If you ever feel like dying,Watch this film. It is a miraculous medicine. It is a wonderful movie. ***",0.0,0.714,0.286,0.9118
161,161,The Shawshank Redemption,1994,Frank Darabont, ★★★★½ ,4.5, This review may contain spoilers. I can handle the truth.  he became a morgan free man  ***,0.0,0.699,0.301,0.6808
162,162,The Shawshank Redemption,1994,Frank Darabont, ★★★★★ ,5.0," You can “film student” me all you want, but I’d seriously question the sanity of anyone who doesn’t think this is one of the greatest films ever made. ***",0.059,0.743,0.199,0.7096
163,163,The Shawshank Redemption,1994,Frank Darabont, ★★★★★ ,5.0, maybe imdb was right all along ***,0.0,1.0,0.0,0.0
164,164,The Shawshank Redemption,1994,Frank Darabont, ★★★★★ ,5.0," One of the most impressive King adaptations, and I would say it contains the best performance every cast member has given to this day.I love the way it expresses the need for friendship, bravery, freedom, and above all - hope. A powerful film that is clearly standing the test of time. ***",0.0,0.566,0.434,0.9844
165,165,The Shawshank Redemption,1994,Frank Darabont, ★★★★★ ,5.0, You know that feeling when you watch a movie so much it gets boring?I don't have that :) ***,0.124,0.801,0.075,-0.2453
166,166,The Shawshank Redemption,1994,Frank Darabont, ★★★½ ,3.5," Hands down, The Shawshank Redemption is, unquestionably, the most overrated film in the entire history of motion pictures.75/100 ***",0.0,1.0,0.0,0.0
167,167,The Shawshank Redemption,1994,Frank Darabont, ★★★★ ,4.0, damn... he really did 👏 that 👏 ***,0.0,1.0,0.0,0.0
168,168,The Shawshank Redemption,1994,Frank Darabont, ★★★ ,3.0, Best movie of all time.What a time to be alive. ***,0.0,0.541,0.459,0.7783
169,169,The Shawshank Redemption,1994,Frank Darabont, ★★★★ ,4.0, the shawSHOOK redemption ***,0.0,1.0,0.0,0.0
170,170,The Shawshank Redemption,1994,Frank Darabont, ★★★★★ ,5.0," My eleventh viewing. I just can't help but finish this when it's on. This is nostalgic simplicity with pure, cinematic storytelling. It also has Freeman's career best performance, enhanced by his beautiful voice from a time before it became a trademark. Easy to hate for its popular status. Easier to love for its qualities. And boy do I love it. ***",0.075,0.541,0.383,0.9853
